job_title,location,company_name,job_desc
Data Scientist,"Dallas, TX 75202 (West End Historic District area)",Corgan,"Overview:
Corgan is actively recruiting a Data Scientist to join our growing HUGO team. We are looking for an upcoming or recent graduate (0-2 years of experience). As a Data Scientist, you will work under the direction of the HUGO Director to create data"
"Data Scientist, Forecasting","New York, NY 10011 (Greenwich Village area)",Tapestry,"Explore the possibilities across our global house of brands.
Defined by inclusivity rather than exclusivity, Tapestry embraces the exploration of individuality and invests in helping you grow personally and professionally. Every individual in our global h"
"Watson Health Data Scientist, NLP / Image Processing","Cambridge, MA 02139 (Area IV area)",IBM,"Introduction
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual too"
Data Scientist,"Kansas City, MO 64105 (Central Business District - Downtown area)",AutoAlert,"Data Scientist
LOCATION: Kansas City, MO – this position is office based, does not work remotely
Company Overview
AutoAlert is the automotive industry's leading data-mining and lead generation platform helping dealerships identify high-quality leads, in"
Senior Data Scientist,"Carlsbad, CA 92009 (Bressi Ranch area)",ViaSat,"Bigger challenges. Bolder ideas. Global impact. At Viasat, we’re on a mission to deliver connections with the capacity to change the world. We’re the company behind the world’s fastest satellite internet service, with technology that’s helping to "
"Data Scientist, The Sims 4","Redwood City, CA 94065 (Dolphin area)",Electronic Arts,"Data Scientist, The Sims 4/ Global Analytics & Insights
Location: Redwood City, California, United States
About the Role:
At Maxis, we thrive on outrageous thinking. It’s the fuel that inspires the best games in the world. We’re innovators and great s"
Data Scientist,"Atlanta, GA",Contus,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company.We will rely on you to build data products to extract valuable business insights.In this role, you should be highly analyti"
Data Scientist,"Boston, MA",Cohere Health,"Cohere Health is simplifying healthcare for patients, their doctors, and all those who are important in a patient's healthcare experience. Our focus is to enable an efficient, transparent patient journey where patient goals are central to decision-making."
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Information Technology Specialist (Data Scientist),"Hampton, VA",US National Aeronautics and Space Administration,"Duties
Summary
Serves as an Information Technology Specialist (Data Scientist) for NASA Langley Research Center (LaRC). Leads and/or serves on Center and Agency team(s) as the subject matter specialist/representative or expert to develop software programs"
Environmental Scientist / Data Analyst,"Columbia, MD 21045","Versar, Inc.","Versar’s Natural Resources Service Area has a national reputation for high quality research in freshwater, estuarine, marine, and terrestrial environments. The scope of the project activity within the Natural Resources Service Area ranges from designing"
Data Scientist,"Sugar Land, TX 77478",Applus RTD,"Company Bio:
Kiefner and Associates, Inc., an Applus RTD company, is a well-established engineering consultancy with headquarters in Columbus, Ohio. Kiefner provides the oil & gas industry with safety and reliability services.
We offer a broad range of co"
Data Scientist - Next Gen AI,"Menlo Park, CA",Symphony AyasdiAI,"Data Scientist

Ayasdi is pioneering a newer way to understand large and complex data using Topological Data Analysis (TDA) to automatically discover insights. We use TDA to unify cutting-edge machine learning approaches into a common framework without th"
Data Science Internship,"Herndon, VA 20171","Deltek, Inc.","Are you a career-driven student looking to take your first step into the world of analytics and data science? Deltek, the leading global provider of enterprise software and information solutions for project-based businesses, is seeking interns for an 8-we"
Engineer Machine Learning,"Santa Monica, CA 90404",InvolveSoft,"Job Description
We are looking for an expert in machine learning to help us extract value from our data. You will lead all the processes from data collection, cleaning, and preprocessing, to training models and deploying them to production. The ideal cand"
Data Scientist,"Blacksburg, VA",Virginia Tech,"Job no: 513091Work type: Administrative & ProfessionalSenior management: Executive VP & ProvostDepartment: Analytics & Institutional EffectiveLocation: Blacksburg AreaCategories: Data Analytics / Security, Other
Job Description

The Analytics and Institut"
Media Mix Modeling - Data Scientist,"Northville, MI 48167",Incite Informatics,"We are looking for someone to lead the design and execution of a media mix model for a large Enterprise. The ideal candidate will have extensive experience in media mix modeling, building statistical regressions, and interfacing closely with team members "
Statistical Data Analyst,"El Segundo, CA",AEG,"AEG Company: Los Angeles Kings Hockey Club

Company Information: AEG Worldwide is the world’s leading sports and live entertainment company with operations in the following business segments:

AEG Presents, which is one of the largest live music compani"
Data Scientist,"Reston, VA 20191",CareFirst BlueCross BlueShield,"Resp & Qualifications
PURPOSE:

As a Data Scientist, you will:Join a brand new team of machine learning researchers with an extensive track record in both academia and industry.Bring a combination of mathematical rigor and innovative algorithm design to c"
Data Scientist,"San Diego, CA",Harnham,"JOB TITLE
Data Scientist
SALARY
Up to $130,000
LOCATION
San Diego, CA
THE ROLE
A highly successful consultancy operating within the credit risk/fraud industry is looking to expand their Data Science Team in line with their continued growth. This is an exi"
Data Scientist,"San Francisco, CA",Onward Search,"Global Music Entertainment firm in San Francisco is seeking a Data Scientist for a 6 month contract. We are looking for candidates with the following skillset and experience.

What You'll Do
Work closely with cross-functional teams of research and data sc"
Staff Data Scientist,"San Francisco, CA",Harnham,"JOB TITLE
Staff Data Scientist
SALARY
Up to $200,000 plus fantastic benefits package
LOCATION
San Francisco
THE ROLE
A well established start-up with a very successful communication software product are looking to make an experienced hire into their Data "
Data Scientist / Engineer,"Franklin, TN 37067",CyberCoders,"Data Scientist / Engineer
If you are a Data Scientist / Engineer with experience, please read on!
Based in Franklin, TN we are a venture-backed startup that has grown into one of the nations leaders in healthcare software. Helping hospitals, healthcare ce"
Data Scientist Condition Based Monitoring Engineer,"Houston, TX 77057 (Greater Uptown area)",System One,"Data Scientist Condition Based Monitoring Engineer
Houston, TX
System One is currently seeking a Data Scientist Condition Based Monitoring Engineer for a DIRECT HIRE position located in Houston, TX.Data Scientist Condition Based Monitoring Engineer Respon"
Market Research Data Scientist,"Teterboro, NJ",Zing Professional Recruiting - a Peoplelink Group Company,"A leading manufacturer is looking for a Market Research Data Scientist professional for their New Jersey location. This is a great opportunity with growth potential.GENERAL SCOPE:Responsible for, with direct report to Manager, Consumer Insights, supportin"
Quantitative Data Scientist,"Columbus, OH",Analytic Recruiting,"Quantitative Data Scientist
Job Description:
A global fundamental long/short hedge fund based in Columbus, Ohio is seeking a quantitative Data Scientist to work closely with the investment team. You will work on a mission critical software component which"
Senior Data Scientist,"Baltimore, MD",CyberCoders,"Senior Data Scientist
Want to work with a cutting-edge software company leveraging AI/ML to slash employee turnover & predict employee performance upon hire? Excited about high-growth, fast-paced startups and the opportunity to take ownership of projects/"
Senior Data Scientist,"Chamblee, GA",Smart-tek,"Senior Data Scientist full time role in Chamblee GaDo you possess excellent problem solving abilities, programming skills and a passion for creating innovative applications?Are you interested in working with one of the largest data repositories in the wor"
"Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop","Santa Monica, CA 90401",CyberCoders,"Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop
If you are a Chief Data/BI Scientist with experience, please read on!
We set you up to experiment faster, with less friction. We help you uncover new revenue opportunities, and deliver AI-powered recom"
Data Scientist,"Santa Fe Springs, CA",Elwood Staffing,"Data Scientist
$95K-$130K – Direct Hire
Santa Fe Springs, Los Angeles, CA
COMPANY PROFILE:
Founded as a small tool and die shop in 1958, We have gone on to become a global designer and manufacturer of premium movement solutions and with extensive resour"
Data Science Analyst,"Louisville, CO",CyberCoders,"Data Science Analyst
Job Title: Data Science AnalystJob Location: Louisville, CORequirements: Python, R, Data Analysis

We are an innovative media-streaming public company, and we are committed to delivering value to our customers.
What You Will Be Doing
"
Senior Data Scientist,"San Diego, CA",Harnham,"JOB TITLE
Senior Data Scientist
SALARY
Up to $160,000
LOCATION
San Diego, CA
THE ROLE
A highly successful consultancy operating within the credit risk/fraud industry is looking to expand their Data Science Team in line with their continued growth. This is"
"Data Scientist - Charlotte, NC","Charlotte, NC 28202 (Dilworth area)",Vaco,"We are looking for a Data Scientist to join our client's team in Charlotte, NC. This person will be responsible for making sense of complex data and helping to derive greater value from their data. They will own projects end-to-end. They will work with da"
Data Scientist,"Washington, DC","ARDX, Inc.",***Applicants must apply online at www.ardx.net******Applicants must apply online at www.ardx.net***The primary duty of the Data Scientist is to lead the development of complete large-scale data analytics and automation processes for qualitative and quant
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Data Scientist,"Hartford, CT 06152 (Frog Hollow area)",Cigna,Cigna Global Data & Analytics has an opportunity for a Senior Data Scientist specializing in clinical program evaluation and support. This position will work closely with the Cigna Health Matters Care Management (HMCM) stakeholders to understand their str
Data Scientist,"Boston, MA",FM Systems,"FM:Systems provides workplace management technology and solutions that enable facility and real estate teams to identify, plan, and deliver the ideal workplace for every employee. Our leading web-based Integrated Workspace Management System (IWMS) and rea"
Data Scientist,"New York, NY 10036 (Midtown area)",American Civil Liberties Union,"-------------
ABOUT THE JOB
-------------

The Data & Analytics Department of the ACLU's National office in New York, NY seeks applications for the full-time position of Data Scientist.

ACLU Analytics partners with teams across the organization to enable"
Data Scientist,"Alexandria, VA",Gridiron IT,"3 Days on Site/2 days remote Job Description (describe the day-to-day): Utilize strong technical and analytical skills to explore and examine data from multiple disparate sources with the goal of discovering patterns and previously hidden insights, which "
"Data Scientist, Sr Associate - Location: McLean or Washington DC","McLean, VA 22102",EY,"Join our Americas Data Enablement team and be a part of a high-energy, fast-paced, and innovative group. In an environment where collaboration and openness are valued you will help develop and support the important data analytics capabilities that will de"
Data Scientist,"San Antonio, TX",CyberFortress Insurance Services US,"San Antonio, TX or Austin, TX
We’re looking for a data scientist to help us build the world a better model for cyber risk. If you love ML, solving huge problems, and are an experienced data scientist; you’ve come to the right place!
Requirements
3+ ye"
Senior Data Analyst,"Baltimore, MD","General Healthcare Resources, Inc.","Sr. Data Analyst / Healthcare / Power BI Interested in working for a well-established, Primary Care Medical Group that offers a wide variety of clinical services? Do you want to work for an organization that has been recognized regionally for providing th"
Statistical Data Analyst,"El Segundo, CA",AEG,"AEG Company: Los Angeles Kings Hockey Club

Company Information: AEG Worldwide is the world’s leading sports and live entertainment company with operations in the following business segments:

AEG Presents, which is one of the largest live music compani"
Data Scientist - Risk,"Orlando, FL 32801 (Central Business District area)",LSQ,"Job Title: Data Scientist (Risk)
Location: Orlando, Florida
Manager: Head of Data Science
About LSQ
LSQ is a technology-driven provider of accounts receivable financing to companies who need working capital but may not be able to obtain sufficient financi"
Data Scientist,"Minneapolis, MN",HHRI,"The Hennepin Healthcare Research Institute (HHRI) has a full-time position for an experienced Data Scientist to enhance and leverage the recently developed HHRI Virtual Data Warehouse (VDH) to improve patient care, research, and internal and external coll"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Principal Data Scientist,"Chevy Chase, MD",GEICO,"GEICO's Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic model"
Jr. Data Scientist,"New York, NY",Iovate Health Sciences International Inc.,"If you are a highly motivated individual with a passion for health & wellness along with a commitment to excellence, we want YOU! Iovate is the maker of the MuscleTech, Six Star and Hydroxycut family of products and the leader in the active nutrition, wei"
Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Data Scientist - Risk,"Orlando, FL 32801 (Central Business District area)",LSQ,"Job Title: Data Scientist (Risk)
Location: Orlando, Florida
Manager: Head of Data Science
About LSQ
LSQ is a technology-driven provider of accounts receivable financing to companies who need working capital but may not be able to obtain sufficient financi"
Data Scientist,"Minneapolis, MN",HHRI,"The Hennepin Healthcare Research Institute (HHRI) has a full-time position for an experienced Data Scientist to enhance and leverage the recently developed HHRI Virtual Data Warehouse (VDH) to improve patient care, research, and internal and external coll"
Data Scientist,"Raleigh, NC 27601",Cognizant Technology Solutions,"Qualification:
Science / Engineering
Graduate
Skills :
7+ years’ experience in data analytics, data
science, quantitative analysis using statistical computer languages (R, Python,
SLQ, etc.) to draw insights from large data sets
4+ years of Python/PySpa"
Data Scientist,"Philadelphia, PA",Invent Analytics,"Overview

Invent Analytics is expanding its data science team based in the US. If the prospect of developing new technologies excites you and if you are passionate about working with data to solve complex real-life problems, join us on the front lines of "
Data Scientist,"San Francisco, CA 94103 (South of Market area)",Clever,"Thanks to our 15+ million users -- and our network of schools and learning applications -- Clever is a hub of rich, complex data. We use this data every day to help inform product and business decisions, but we know we could be doing so much more. We're l"
IT Data Analyst / Scientist - Intern,"Southfield, MI",Mission Veterinary Partners,"Position: IT Data Analyst/Scientist - Intern
Company: Mission Veterinary Partners
Location: Southfield, MI
Reports to: Business Intelligence Manager
Seeking 1 FT intern

About Us:
We are a veterinarian-founded network of 60+ animal hospitals throughout th"
Data Scientist I,"Lansing, MI 48901",Emergent Holdings,"SUMMARY

The main focus for this role is developing/monitoring models used in multivariate analysis, linear modeling and data mining. This would include developing and testing predictive risk models; interact, understand and articulate the complex mathema"
Senior Data Scientist,Remote,Very,"We value well-tested, reusable code and expect our engineers and data scientists to be as good of practitioners as they are leaders and teachers.
About This Role
Very is a remote-first company, meaning we don’t have a physical office, and you can work f"
Data Scientist,"Santa Clara, CA",Bayestree,Are you passionate about unravelling the underlying process powering big data? Do you enjoy managing the scale of big data against the accuracy of the machine learning algorithms? Do you enjoy translating the chirping of data into the language of mathemat
Data Scientist,"New York, NY",Public Goods,"Public Goods' mission is to make premium-quality, healthy products affordable to everyone.
We are growing very fast, and are looking for a data scientist to extract, aggregate, visualize and analyze company data to help inform strategy.
You Will
Extract a"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Principal Data Scientist,"Chevy Chase, MD",GEICO,"GEICO's Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic model"
Jr. Data Scientist,"New York, NY",Iovate Health Sciences International Inc.,"If you are a highly motivated individual with a passion for health & wellness along with a commitment to excellence, we want YOU! Iovate is the maker of the MuscleTech, Six Star and Hydroxycut family of products and the leader in the active nutrition, wei"
Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
"ISE, Proactive - NLP Data Scientist","Santa Clara Valley, CA 95014",Apple,"Summary
Posted: Mar 6, 2020
Weekly Hours: 40
Role Number:200125067
Apple's Language Intelligence team is bridging software, machine learning, and linguistics to power the world’s best software keyboards and text input systems. Our team is responsible fo"
Genomics Data Scientist,"Menlo Park, CA 94025",AccuraGen,"AccuraGen is a Silicon Valley based early-stage biotech startup focusing on non-invasive diagnostics to facilitate the early detection of cancer. We are developing systems that will provide the most sensitive, accurate, and robust NGS-based ctDNA mutation"
Data Scientist,"Rockville, MD 20850","Bright MLS, Inc","SUMMARY:
The Bright Data Scientist is responsible for setting direction and driving strategic and innovative data and market analytics for Bright MLS. As the first and principal Data Scientist within the organization, the incumbent will have the unique op"
Data Scientist - Next Gen AI,"Menlo Park, CA",Symphony AyasdiAI,"Data Scientist

Ayasdi is pioneering a newer way to understand large and complex data using Topological Data Analysis (TDA) to automatically discover insights. We use TDA to unify cutting-edge machine learning approaches into a common framework without th"
Senior Data Scientist,"Los Angeles, CA 90067 (Century City area)",Factual,"At Factual we love all things data! Our mission is to organize and optimize the world's location information. As a Data Scientist, you will have the opportunity to shape and influence the direction of our products and propel the growth of our business. Yo"
"Data Scientist, Google Customer Solutions","Redwood City, CA 94063 (Harbor area)",Google,"Minimum qualifications:
Master’s degree in a Quantitative field or equivalent practical experience.
3 years of experience applying statistical models and Machine Learning techniques for Sales and Marketing in B2B or B2C settings.
Experience mining data "
Data Scientist,"Knoxville, TN 37917 (Parkridge area)",ABS,"ABS Group is a global company that provides data-driven risk and reliability solutions and technical services that help our clients enhance the safety, integrity, quality and environmental efficiency of their critical assets and operations.
In January of "
Data Scientist,"Washington, DC",Thorn,"Thorn is a non-profit focused on building technology to defend children from sexual abuse. Working at Thorn gives you the opportunity to apply your skills, expertise, and passions to directly impact the lives of vulnerable and abused children. Our staff s"
Data Scientist,"Kansas City, MO",Burns & McDonnell,"Description
The Data Scientist is responsible for processing, cleaning, and analyzing large volumes of data to develop business solutions for a wide variety of clients and projects. This position performs tasks utilizing statistics, machine learning, prog"
Associate Data Scientist,"Salt Lake City, UT",Collective Medical,"Who we are:

Collective Medical is a fast-growing Utah-based company determined to prove that exceptionally crafted software and passionate healthcare providers and health plans, together, can improve the health of some of the most vulnerable members of o"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Data Scientist,"Washington, DC",Thorn,"Thorn is a non-profit focused on building technology to defend children from sexual abuse. Working at Thorn gives you the opportunity to apply your skills, expertise, and passions to directly impact the lives of vulnerable and abused children. Our staff s"
"Data Scientist, Google Customer Solutions","Redwood City, CA 94063 (Harbor area)",Google,"Minimum qualifications:
Master’s degree in a Quantitative field or equivalent practical experience.
3 years of experience applying statistical models and Machine Learning techniques for Sales and Marketing in B2B or B2C settings.
Experience mining data "
Data Scientist,"Alexandria, VA",Gridiron IT,"3 Days on Site/2 days remote Job Description (describe the day-to-day): Utilize strong technical and analytical skills to explore and examine data from multiple disparate sources with the goal of discovering patterns and previously hidden insights, which "
Applied Machine Learning Scientist - Uber Eats (NYC),"New York, NY 10018 (Clinton area)",Uber,"At Uber, we ignite opportunity by setting the world in motion. We take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 600 cities around the world.
We welcome people from all backgrounds who seek the opportun"
IT Data Analyst / Scientist - Intern,"Southfield, MI",Mission Veterinary Partners,"Position: IT Data Analyst/Scientist - Intern
Company: Mission Veterinary Partners
Location: Southfield, MI
Reports to: Business Intelligence Manager
Seeking 1 FT intern

About Us:
We are a veterinarian-founded network of 60+ animal hospitals throughout th"
Machine Learning Engineer,"Long Beach, CA 90807 (Los Cerritos Area area)",Laserfiche,Laserfiche is looking for a passionate and highly experienced machine learning expert to help build a machine learning team. Today’s machine learning algorithms play a pivotal role in improving how we solve complex real-life scenarios. Your extensive ex
Data Scientist - Marketing Analytics,"Mount Horeb, WI 53572",Duluth Trading Company,"Purpose of Position
The Data Scientist-Marketing Analytics will leverage data to aid in the targeting, segmentation, and personalization of Duluth Trading’s marketing campaigns. They will manage full cycle analytics projects, from scoping the business c"
Product Data Scientist,"San Francisco, CA 94103 (South of Market area)",Fivestars,Are you fascinated by human behavior? Do you have an innate need to understand and influence how people act? Do you naturally look for the soul hidden in the numbers? Can you illuminate that soul and create a story that non-analytical minds can grasp and 
Data Scientist / Statistician,"Dallas, TX 75201 (Main Street District area)",Vinli,"Description:
Founded in 2014, Vinli is an automotive technology company based in the heart of Downtown Dallas. In just six years, our team has built the most advanced vehicle data computing platform, grown into the largest connected car app ecosystem, and"
Data Scientist,"Charlottesville, VA 22902",Bluestone Analytics,"Your ImpactAs a Data Scientist at Bluestone Analytics, you will design, develop, test, deploy, and maintain machine learning techniques that support our cyber threat intelligence platform. This role is contingent upon award of a contract. In a typical w"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Data Scientist,"Philadelphia, PA",Comcast,"Business Unit:
The Device Software Product Management team is responsible for the management of software strategy & roadmap for all Comcast & Sky devices. This generally includes a broad set of responsibilities including: strategy development, product dis"
Data Scientist,"Palo Alto, CA 94301 (Crescent Park area)",LIVE OBJECTS,"About Live Objects
Live Objects delivers continuous business process optimizations to the enterprise through AI-driven automation of discovery, design and process engineering by mining patterns in business objects, cases, and transactions across all proce"
Principal Data Scientist,"Santa Barbara, CA",Briq,"The Startup
Located in breathtaking downtown Santa Barbara, centered in the vibrant, up-and-coming Haley Corridor, Briq is altering the landscape for construction decision making. We are harnessing the power of data to build the industry's first construct"
Data Science Internship,"Herndon, VA 20171","Deltek, Inc.","Are you a career-driven student looking to take your first step into the world of analytics and data science? Deltek, the leading global provider of enterprise software and information solutions for project-based businesses, is seeking interns for an 8-we"
Intern - Data Science (part-time),"Denver, CO 80202 (Union Station area)",McKinsey & Company,"QUALIFICATIONS
At least 3rd year Students, preferable degrees are mathematics, statistics, physics, computer science or a related field
Programming experience in Python or any other data science tool.
Experience in working with large data sets and relatio"
